id,sno,state,district,factly_nam,category,type,facility_i,iso_minus_,iso_confm_,iso_suspec,o2suported,total_icu,ventilator,o2_manifol,ppe,n95,bio_med_wa,address,result_num,status,formatted_,place_id,location_t,lat,long,row_number,layer,path,faclty_nam,date
1030,1030,Maharashtra,MUMBAI,"D1 Anam
International",DCCC,"Other than
Hospital",21365,11,0,11,0,0,0,0,25,125,1,"D1 Anam
International MUMBAI Maharashtra",,,,ChIJwe1EZjDG5zsRaYxkjY_tpF0,,19.0759837,72.8776559,1463,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
2439,2439,Maharashtra,THANE,,DCCC,Other than Hospital,32576,150,75,75,0,0,0,0,0,0,1,,0,OK,"Juna ST Road, Old SP Stand, New Building, opp. Rajiv Gandhi Flyover, Old Zakat Naka, Gokul Nagar, Bhiwandi, Maharashtra 421302, India",ChIJac3AUm295zsR_lV78iNteUE,GEOMETRIC_CENTER,19.2989639,73.0642929,,,,BNMC - NARALI TALAV SCHOOL ( BHIWANDI ),15th September 2020
1031,1031,Maharashtra,MUMBAI,GN2 Dharavi Kalakilla Municipal School,DCCC,Other than Hospital,24700,100,100,0,0,0,0,0,0,0,1,GN2 Dharavi Kalakilla Municipal School MUMBAI Maharashtra,,,,ChIJq-FPhtDI5zsRkrGqYXp7Pmo,,19.0483296,72.8602481,1464,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1032,1032,Maharashtra,MUMBAI,"*Masina
Hospital(MH), Byculla",DCCC,Hospital,19972,200,85,115,0,0,0,0,97,105,1,"*Masina
Hospital(MH), Byculla MUMBAI Maharashtra",,,,ChIJ_wt15bbP5zsR-2djjWFJ7Hg,,18.9762309,72.8413261,1465,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1033,1033,Maharashtra,MUMBAI,B1 Hotel City Star,DCCC,"Other than
Hospital",21472,11,0,11,0,0,0,0,87,105,1,B1 Hotel City Star MUMBAI Maharashtra,,,,ChIJuYrHZDrO5zsRxE07VDTb8_k,,18.958296,72.838941,1466,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1034,1034,Maharashtra,MUMBAI,"KE1 Hotel Empire
suit",DCCC,"Other than
Hospital",25331,28,0,28,0,0,0,0,0,0,1,"KE1 Hotel Empire
suit MUMBAI Maharashtra",,,,ChIJIZZ0uGzI5zsRJr8YwJ4y3Ns,,19.10785,72.88243,1467,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1035,1035,Maharashtra,MUMBAI,"ME2 Shatabdi
Hospital",DCCC,Hospital,24791,0,0,0,0,0,0,0,0,0,1,"ME2 Shatabdi
Hospital MUMBAI Maharashtra",,,,ChIJW5ExwtOw5zsRlj_n-BTs9hE,,19.2083809,72.8513288,1468,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1036,1036,Maharashtra,MUMBAI,B1 Prime Residency,DCCC,"Other than
Hospital",21177,8,0,8,0,0,0,0,65,113,1,B1 Prime Residency MUMBAI Maharashtra,,,,ChIJVZJQYjDI5zsR8pH0_M-JyMc,,19.1158109,72.860878,1469,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1037,1037,Maharashtra,MUMBAI,"PN1 Janata Lodge,",DCCC,"Other than
Hospital",25288,6,0,6,0,0,0,0,0,0,1,"PN1 Janata Lodge, MUMBAI Maharashtra",,,,ChIJwe1EZjDG5zsRaYxkjY_tpF0,,19.0759837,72.8776559,1470,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1038,1038,Maharashtra,MUMBAI,"KW2 Oshiwara
School Complex",DCCC,"Other than
Hospital",24832,132,132,0,0,0,0,0,0,0,1,"KW2 Oshiwara
School Complex MUMBAI Maharashtra",,,,ChIJuXeH1Tm25zsRuAc9mxdKZIE,,19.1483497,72.8404703,1471,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1039,1039,Maharashtra,MUMBAI,"E2 Byculla (west)
Municipal School",DCCC,"Other than
Hospital",24687,56,56,0,0,0,0,0,0,0,1,"E2 Byculla (west)
Municipal School MUMBAI Maharashtra",,,,ChIJWbAhH13O5zsRJ4dKEuVpyJw,,18.9787639,72.8305843,1472,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1040,1040,Maharashtra,MUMBAI,"B1 Welcome Guest
House",DCCC,"Other than
Hospital",21460,4,0,4,0,0,0,0,46,100,1,"B1 Welcome Guest
House MUMBAI Maharashtra",,,,ChIJr5bPoUTO5zsRTnI0cmSYbQU,,18.9761823,72.8342378,1473,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1041,1041,Maharashtra,MUMBAI,KW1 Gujarat Bhawan,DCCC,"Other than
Hospital",25320,106,0,106,0,0,0,0,0,0,1,KW1 Gujarat Bhawan MUMBAI Maharashtra,,,,ChIJc5V1KcPJ5zsRyNmRyKtP6mM,,19.1146859,72.8310593,1474,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1042,1042,Maharashtra,MUMBAI,"FN1 Somaiyya
Building",DCCC,"Other than
Hospital",25171,50,0,50,0,0,0,0,0,0,1,"FN1 Somaiyya
Building MUMBAI Maharashtra",,,,ChIJ7agzS8jI5zsR_RcviOH1o0Q,,19.0479898,72.8729633,1475,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1043,1043,Maharashtra,MUMBAI,"GN2 Life Care
Hospital",DCCC,Hospital,24723,10,10,0,0,0,0,0,0,0,1,"GN2 Life Care
Hospital MUMBAI Maharashtra",,,,ChIJ51UpzdDI5zsRPc24_OiFZ94,,19.0478682,72.8579217,1476,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
2440,2440,Maharashtra,RAIGAD,,DCCC,Other than Hospital,32908,116,100,16,0,0,0,0,100,200,1,,0,OK,"Plot no. PAP 42, Nangal Wadi, MIDC Rd, opp. M.I.D.C. Office, Mahad, Maharashtra 402309, India",ChIJVVVVFdQq6DsRKvKLKCxPnqM,GEOMETRIC_CENTER,18.0820208,73.422441,,,,"Mahad
Manufacturing Associations CCC, Mahad",15th September 2020
1044,1044,Maharashtra,MUMBAI,N2 Pune VidyaBhavan School,DCCC,Other than Hospital,24595,100,100,0,0,0,0,0,500,493,1,N2 Pune VidyaBhavan School MUMBAI Maharashtra,,,,ChIJKW7lQiTG5zsRqneRb0omyvk,,19.0724469,72.9065825,1477,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1045,1045,Maharashtra,MUMBAI,GN1 Hotel Amigo,DCCC,"Other than
Hospital",21500,15,0,15,0,0,0,0,78,156,1,GN1 Hotel Amigo MUMBAI Maharashtra,,,,ChIJ9YZGac_O5zsRMtWAS-sIDV8,,19.024704,72.8356681,1478,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1046,1046,Maharashtra,MUMBAI,"KE2 VILEPARLE
MAHILA SANGH LP MAR",DCCC,Other than Hospital,24756,60,60,0,0,0,0,0,0,0,1,"KE2 VILEPARLE
MAHILA SANGH LP MAR MUMBAI Maharashtra",,,,ChIJGwMbWjXI5zsRdK-iaE0mn5A,,19.1060813,72.8526698,1479,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1047,1047,Maharashtra,MUMBAI,"A2 J.J. School
Premises",DCCC,"Other than
Hospital",24643,250,250,0,0,0,0,0,0,0,1,"A2 J.J. School
Premises MUMBAI Maharashtra",,,,ChIJLffQT9nR5zsRvFYhuMRAg5I,,18.9449976,72.833493,1480,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1048,1048,Maharashtra,MUMBAI,"D1 Milan Guest
House",DCCC,"Other than
Hospital",21436,30,0,30,0,0,0,0,45,120,1,"D1 Milan Guest
House MUMBAI Maharashtra",,,,ChIJiQnmyuWw5zsRFLM9wdjAJ2Y,,18.9612761,72.8204599,1481,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1049,1049,Maharashtra,MUMBAI,KW1 Platinum Hall,DCCC,"Other than
Hospital",25309,25,0,25,0,0,0,0,0,0,1,KW1 Platinum Hall MUMBAI Maharashtra,,,,ChIJ1SmqRSzG5zsRMFodZ_XzDA0,,19.0839848,72.9068364,1482,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1050,1050,Maharashtra,MUMBAI,"HW1 Hotel Red
Palms",DCCC,"Other than
Hospital",25151,16,0,16,0,0,0,0,0,0,1,"HW1 Hotel Red
Palms MUMBAI Maharashtra",,,,ChIJofSAlCfI5zsRcBUFFUKq7wQ,,19.0706135,72.8395848,1483,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1051,1051,Maharashtra,MUMBAI,KE2 DIXIT RD MUNICIPAL SCHOOL,DCCC,Other than Hospital,24711,140,140,0,0,0,0,0,0,0,1,KE2 DIXIT RD MUNICIPAL SCHOOL MUMBAI Maharashtra,,,,ChIJ7XigFLPJ5zsRsZytMuUCYoQ,,19.098058,72.8496246,1484,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1052,1052,Maharashtra,MUMBAI,"FN1 Ishwar Guest
house",DCCC,"Other than
Hospital",21485,27,0,27,0,0,0,0,77,124,1,"FN1 Ishwar Guest
house MUMBAI Maharashtra",,,,ChIJKYUlDtzO5zsRwTDPcAjUv9c,,19.0181485,72.8445818,1485,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1053,1053,Maharashtra,MUMBAI,"HE1 Hotel Airport
Palace",DCCC,"Other than
Hospital",25212,10,0,10,0,0,0,0,0,0,1,"HE1 Hotel Airport
Palace MUMBAI Maharashtra",,,,ChIJW6GrygHJ5zsREM9ib69s4Xk,,19.079534,72.850081,1486,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1054,1054,Maharashtra,MUMBAI,FN2 Kohinoor Hall,DCCC,"Other than
Hospital",24744,24,24,0,0,0,0,0,0,0,1,FN2 Kohinoor Hall MUMBAI Maharashtra,,,,ChIJ-eC_P9zO5zsR0GUXTEeMATQ,,19.017174,72.844233,1487,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1055,1055,Maharashtra,MUMBAI,"GN2 Dr Antonia Da
Silva High School (Ground Floor Hall)",DCCC,Other than Hospital,24621,60,60,0,0,0,0,0,200,100,1,"GN2 Dr Antonia Da
Silva High School (Ground Floor Hall) MUMBAI Maharashtra",,,,ChIJ0Sx7EMTO5zsRLC3tDNOn-iM,,19.020056,72.8400903,1488,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1056,1056,Maharashtra,MUMBAI,"KW1 Jankibai
Banquet Hall",DCCC,"Other than
Hospital",25377,48,0,48,0,0,0,0,0,0,1,"KW1 Jankibai
Banquet Hall MUMBAI Maharashtra",,,,ChIJX0o8WXvJ5zsRdbpPqnqeFVQ,,19.1244067,72.8380174,1489,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
2460,2460,Maharashtra,LATUR,,DCCC,Other than Hospital,32728,50,25,25,0,0,0,0,10,10,0,,0,OK,"Ram Nagar, Khadkali, Udgir, Maharashtra 413517, India",ChIJe7UJWmarzzsRxAWmF7eSTUc,GEOMETRIC_CENTER,18.3895309,77.1187043,,,,"SATALKAR
VIDHYALYA DEVARJAN , UDGIR",15th September 2020
1057,1057,Maharashtra,MUMBAI,KE1 Hotel Ginger,DCCC,"Other than
Hospital",25245,136,0,136,0,0,0,0,10,10,1,KE1 Hotel Ginger MUMBAI Maharashtra,,,,ChIJU_mVac3J5zsRFe2Mt2GVkfI,,19.1160284,72.8502977,1490,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1058,1058,Maharashtra,MUMBAI,"PN2 Chincholi BMC
School (Bldg)",DCCC,"Other than
Hospital",24778,130,130,0,0,0,0,0,0,0,1,"PN2 Chincholi BMC
School (Bldg) MUMBAI Maharashtra",,,,ChIJwe1EZjDG5zsRaYxkjY_tpF0,,19.0759837,72.8776559,1491,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1059,1059,Maharashtra,MUMBAI,"A2 HOLY NAME HIGH
SCHOOL",DCCC,"Other than
Hospital",24664,60,60,0,0,0,0,0,0,0,1,"A2 HOLY NAME HIGH
SCHOOL MUMBAI Maharashtra",,,,ChIJu7ujAMHR5zsRmyi2VB370WU,,18.9231423,72.8309196,1492,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1060,1060,Maharashtra,MUMBAI,B1 Hotel City Moon,DCCC,"Other than
Hospital",21166,20,0,20,0,0,0,0,58,114,1,B1 Hotel City Moon MUMBAI Maharashtra,,,,ChIJD_KhmTvO5zsRqK2vgi3VO2s,,18.9580339,72.8350281,1493,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1061,1061,Maharashtra,MUMBAI,Test Facility,DCCC,Hospital,25829,10,10,0,0,0,0,0,10,10,1,Test Facility MUMBAI Maharashtra,,,,ChIJjRCOk87H5zsRZkXIfQwwAr4,,19.0940331,72.9156117,1494,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1062,1062,Maharashtra,MUMBAI,PN1 Hotel Aura,DCCC,"Other than
Hospital",25277,24,0,24,0,0,0,0,0,0,1,PN1 Hotel Aura MUMBAI Maharashtra,,,,ChIJURrxT-m25zsRBb7Mj-0DQSs,,19.191337,72.8346959,1495,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1063,1063,Maharashtra,MUMBAI,"N2 Shahid Smarak
Hall (Beat No.125/133)",DCCC,Other than Hospital,24818,100,100,0,0,0,0,0,0,0,1,"N2 Shahid Smarak
Hall (Beat No.125/133) MUMBAI Maharashtra",,,,ChIJ3yPuqy_G5zsR2xBG8Y2ZA7A,,19.0766974,72.9151892,1496,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1064,1064,Maharashtra,MUMBAI,D2 Bhavan's College,DCCC,"Other than
Hospital",24676,100,100,0,0,0,0,0,0,0,1,D2 Bhavan's College MUMBAI Maharashtra,,,,ChIJ____D9nJ5zsRPjQQnG8QNrM,,19.1249598,72.8360838,1497,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1065,1065,Maharashtra,MUMBAI,"FN2 K J SOMAIYA
PHYSIOTHETAPY COLLEGE",DCCC,Hospital,24034,70,70,0,0,0,0,0,100,100,1,"FN2 K J SOMAIYA
PHYSIOTHETAPY COLLEGE MUMBAI Maharashtra",,,,ChIJVeor08nI5zsRIFMTE9cDyFU,,19.0485677,72.8732851,1498,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1066,1066,Maharashtra,MUMBAI,FN2 Khalsa College,DCCC,"Other than
Hospital",24733,62,62,0,0,0,0,0,0,0,1,FN2 Khalsa College MUMBAI Maharashtra,,,,ChIJK0r7IybP5zsR5e4YF9Q9GDM,,19.0256922,72.8563319,1499,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1067,1067,Maharashtra,MUMBAI,"RS2 SWM Quarters
WING -B",DCCC,"Other than
Hospital",24606,390,390,0,0,0,0,0,0,0,1,"RS2 SWM Quarters
WING -B MUMBAI Maharashtra",,,,ChIJwe1EZjDG5zsRaYxkjY_tpF0,,19.0759837,72.8776559,1500,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1068,1068,Maharashtra,MUMBAI,"HE2 Kalina Municipal
School",DCCC,"Other than
Hospital",24766,28,28,0,0,0,0,0,0,0,1,"HE2 Kalina Municipal
School MUMBAI Maharashtra",,,,ChIJDeNzMfrI5zsRY78sD3p6rVY,,19.0771028,72.8608712,1501,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1069,1069,Maharashtra,MUMBAI,A2 Jash Chmabers,DCCC,"Other than
Hospital",24653,100,100,0,0,0,0,0,0,0,1,A2 Jash Chmabers MUMBAI Maharashtra,,,,ChIJ_____9rR5zsR0jqavbFLPwY,,18.9340026,72.8357979,1502,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
2918,2918,Maharashtra,JALGAON,,DCHC,Govt Hospitals,32085,15,15,0,20,0,3,1,5,5,1,,0,OK,"Parola, Maharashtra 425111, India",ChIJsSp6tBo32TsRKGvsrJZcEOo,APPROXIMATE,20.8822034,75.1253492,,,,Rural Hospital Parola,15th September 2020
1070,1070,Maharashtra,MUMBAI,A1 Hotel Sea Lord,DCCC,"Other than
Hospital",21153,40,0,40,0,0,0,0,50,100,1,A1 Hotel Sea Lord MUMBAI Maharashtra,,,,ChIJgRJrhijO5zsRWU9i-17MbKI,,18.94686,72.840298,1503,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1071,1071,Maharashtra,MUMBAI,*NSCI,DCCC,"Other than
Hospital",20826,500,500,0,0,0,0,0,150,200,1,*NSCI MUMBAI Maharashtra,,,,ChIJT2fwJX3O5zsRV76EHLrT-Wk,,18.9862285,72.814939,1504,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1072,1072,Maharashtra,MUMBAI,"GS2 Nehru Science
Center",DCCC,"Other than
Hospital",24806,100,100,0,0,0,0,0,0,0,1,"GS2 Nehru Science
Center MUMBAI Maharashtra",,,,ChIJMxQm8ia25zsRO2VHkjMtsPg,,18.9907908,72.8188735,1505,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1073,1073,Maharashtra,MUMBAI,"D1 Muktajeevan
Dharmashala",DCCC,"Other than
Hospital",21364,50,0,50,0,0,0,0,42,120,1,"D1 Muktajeevan
Dharmashala MUMBAI Maharashtra",,,,ChIJd1-bNnjO5zsRcxvwpoSFGWU,,18.9769356,72.8082747,1506,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
1074,1074,Maharashtra,MUMBAI,KE2 CHAKALA BLDG MUNICIPAL SCHOOL,DCCC,Other than Hospital,24699,140,140,0,0,0,0,0,0,0,1,KE2 CHAKALA BLDG MUNICIPAL SCHOOL MUMBAI Maharashtra,,,,ChIJKdFgFjTI5zsRKpuzVWlSG1A,,19.1097712,72.8582672,1507,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
